"","Otu0001","Otu0002","Otu0003","Otu0004","Otu0005","Otu0006","Otu0007","Otu0008","Otu0009","Otu0010","Otu0011","Otu0012","Otu0013","Otu0014","Otu0015","Otu0016","Otu0017","Otu0018","Otu0019","Otu0020","Otu0021","Otu0022","Otu0023","Otu0024","Otu0025","Otu0026","Otu0027","Otu0028","Otu0029","Otu0030","Otu0031","Otu0032","Otu0033","Otu0034","Otu0035","Otu0036","Otu0037","Otu0038","Otu0039","Otu0040","Otu0041","Otu0042","Otu0043","Otu0044","Otu0045","Otu0046","Otu0047","Otu0048","Otu0049","Otu0050","Otu0051","Otu0052","Otu0053","Otu0054","Otu0055","Otu0056","Otu0057","Otu0058","Otu0059","Otu0060","Otu0061","Otu0062","Otu0063","Otu0064","Otu0065","Otu0066","Otu0067","Otu0068","Otu0069","Otu0070","Otu0071","Otu0072","Otu0073","Otu0074","Otu0075","Otu0076","Otu0077","Otu0078","Otu0079","Otu0080","Otu0081","Otu0082","Otu0083","Otu0084","Otu0085","Otu0086","Otu0087","Otu0088","Otu0089","Otu0090","Otu0091","Otu0092","Otu0093","Otu0094","Otu0095","Otu0096","Otu0097","Otu0098","Otu0099","Otu0100","Otu0101","Otu0102","Otu0103","Otu0104","Otu0105","Otu0106","Otu0107","Otu0108","Otu0109","Otu0110","Otu0111","Otu0112","Otu0113","Otu0114","Otu0115","Otu0116","Otu0117","Otu0118","Otu0119","Otu0120","Otu0121","Otu0122","Otu0123","Otu0124","Otu0125","Otu0126","Otu0127","Otu0128","Otu0129","Otu0130","Otu0131","Otu0132","Otu0133","Otu0134","Otu0135","Otu0136","Otu0137","Otu0138","Otu0139","Otu0140","Otu0141","Otu0142","Otu0143","Otu0144","Otu0145","Otu0146","Otu0147","Otu0148","Otu0149","Otu0150","Otu0151","Otu0152","Otu0153","Otu0154","Otu0155","Otu0156","Otu0157","Otu0158","Otu0159","Otu0160","Otu0161","Otu0162","Otu0163","Otu0164","Otu0165","Otu0166","Otu0167","Otu0168","Otu0169","Otu0170","Otu0171","Otu0172","Otu0173","Otu0174","Otu0175","Otu0176","Otu0177","Otu0178","Otu0179","Otu0180","Otu0181","Otu0182","Otu0183","Otu0184","Otu0185","Otu0186","Otu0187","Otu0188","Otu0189","Otu0190","Otu0191","Otu0192","Otu0193","Otu0194","Otu0195","Otu0196","Otu0197","Otu0198","Otu0199","Otu0200","Otu0201","Otu0202","Otu0203","Otu0204","Otu0205","Otu0206","Otu0207","Otu0208","Otu0209","Otu0210","Otu0211","Otu0212","Otu0213","Otu0214","Otu0215","Otu0216","Otu0217","Otu0218","Otu0219","Otu0220","Otu0221","Otu0222","Otu0223","Otu0224","Otu0225","Otu0226","Otu0227","Otu0228","Otu0229","Otu0230","Otu0231","Otu0232","Otu0233","Otu0234","Otu0235","Otu0236","Otu0237","Otu0238","Otu0239","Otu0240","Otu0241","Otu0242","Otu0243","Otu0244","Otu0245","Otu0246","Otu0247","Otu0248","Otu0249","Otu0250","Otu0251","Otu0252","Otu0253","Otu0254","Otu0255","Otu0256","Otu0257","Otu0258","Otu0259","Otu0260","Otu0261","Otu0262","Otu0263","Otu0264","Otu0265","Otu0266","Otu0267","Otu0268","Otu0269","Otu0270","Otu0271","Otu0272","Otu0273","Otu0274","Otu0275","Otu0276","Otu0277","Otu0278","Otu0279","Otu0280","Otu0281","Otu0282","Otu0283","Otu0284","Otu0285","Otu0286","Otu0287","Otu0288","Otu0289","Otu0290","Otu0291","Otu0292","Otu0293","Otu0294","Otu0295","Otu0296","Otu0297","Otu0298","Otu0299","Otu0300","Otu0301","Otu0302","Otu0303","Otu0304","Otu0305","Otu0306","Otu0307","Otu0308","Otu0309","Otu0310","Otu0311","Otu0312","Otu0313","Otu0314","Otu0315","Otu0316","Otu0317","Otu0318","Otu0319","Otu0320","Otu0321","Otu0322","Otu0323","Otu0324","Otu0325","Otu0326","Otu0327","Otu0328","Otu0329","Otu0330","Otu0331","Otu0332","Otu0333","Otu0334","Otu0335","Otu0336","Otu0337","Otu0338","Otu0339","Otu0340","Otu0341","Otu0342","Otu0343","Otu0344","Otu0345","Otu0346","Otu0347","Otu0348","Otu0349","Otu0350","Otu0351","Otu0352","Otu0353","Otu0354","Otu0355","Otu0356","Otu0357","Otu0358","Otu0359","Otu0360","Otu0361","Otu0362","Otu0363","Otu0364","Otu0365","Otu0366","Otu0367","Otu0368","Otu0369","Otu0370","Otu0371","Otu0372","Otu0373","Otu0374","Otu0375","Otu0376","Otu0377","Otu0378","Otu0379","Otu0380","Otu0381","Otu0382","Otu0383","Otu0384","Otu0385","Otu0386","Otu0387","Otu0388","Otu0389","Otu0390","Otu0391","Otu0392","Otu0393","Otu0394","Otu0395","Otu0396","Otu0397","Otu0398","Otu0399","Otu0400","Otu0401","Otu0402","Otu0403","Otu0404","Otu0405","Otu0406","Otu0407","Otu0408","Otu0409","Otu0410","Otu0411","Otu0412","Otu0413","Otu0414","Otu0415","Otu0416","Otu0417","Otu0418","Otu0419","Otu0420","Otu0421","Otu0422","Otu0423","Otu0424","Otu0425","Otu0426","Otu0427","Otu0428","Otu0429","Otu0430","Otu0431","Otu0432","Otu0433","Otu0434","Otu0435","Otu0436","Otu0437","Otu0438","Otu0439","Otu0440","Otu0441","Otu0442","Otu0443","Otu0444","Otu0445","Otu0446","Otu0447","Otu0448","Otu0449","Otu0450","Otu0451","Otu0452","Otu0453","Otu0454","Otu0455","Otu0456","Otu0457","Otu0458","Otu0459","Otu0460","Otu0461","Otu0462","Otu0463","Otu0464","Otu0465","Otu0466","Otu0467","Otu0468","Otu0469","Otu0470","Otu0471","Otu0472","Otu0473","Otu0474","Otu0475","Otu0476","Otu0477","Otu0478","Otu0479","Otu0480","Otu0481","Otu0482","Otu0483","Otu0484","Otu0485","Otu0486","Otu0487","Otu0488","Otu0489","Otu0490","Otu0491","Otu0492","Otu0493","Otu0494","Otu0495","Otu0496","Otu0497","Otu0498","Otu0499","Otu0500","Otu0501","Otu0502","Otu0503","Otu0504","Otu0505","Otu0506","Otu0507","Otu0508","Otu0509","Otu0510","Otu0511","Otu0512","Otu0513","Otu0514","Otu0515","Otu0516","Otu0517","Otu0518","Otu0519","Otu0520","Otu0521","Otu0522","Otu0523","Otu0524","Otu0525","Otu0526","Otu0527","Otu0528","Otu0529","Otu0530","Otu0531","Otu0532","Otu0533","Otu0534","Otu0535","Otu0536","Otu0537","Otu0538","Otu0539","Otu0540","Otu0541","Otu0542","Otu0543","Otu0544","Otu0545","Otu0546","Otu0547","Otu0548","Otu0549","Otu0550","Otu0551","Otu0552","Otu0553","Otu0554","Otu0555","Otu0556","Otu0557","Otu0558","Otu0559","Otu0560","Otu0561","Otu0562","Otu0563","Otu0564","Otu0565","Otu0566","Otu0567","Otu0568","Otu0569","Otu0570","Otu0571","Otu0572","Otu0573","Otu0574","Otu0575","Otu0576","Otu0577","Otu0578","Otu0579","Otu0580","Otu0581","Otu0582","Otu0583","Otu0584","Otu0585","Otu0586","Otu0587","Otu0588","Otu0589","Otu0590","Otu0591","Otu0592","Otu0593","Otu0594","Otu0595","Otu0596","Otu0597","Otu0598","Otu0599","Otu0600","Otu0601","Otu0602","Otu0603","Otu0604","Otu0605","Otu0606","Otu0607","Otu0608","Otu0609","Otu0610","Otu0611","Otu0612","Otu0613","Otu0614","Otu0615","Otu0616","Otu0617","Otu0618","Otu0619","Otu0620","Otu0621","Otu0622","Otu0623","Otu0624","Otu0625","Otu0626","Otu0627","Otu0628","Otu0629","Otu0630","Otu0631","Otu0632","Otu0633","Otu0634","Otu0635","Otu0636","Otu0637","Otu0638","Otu0639","Otu0640","Otu0641","Otu0642","Otu0643","Otu0644","Otu0645","Otu0646","Otu0647","Otu0648","Otu0649","Otu0650","Otu0651","Otu0652","Otu0653","Otu0654","Otu0655","Otu0656","Otu0657","Otu0658","Otu0659","Otu0660","Otu0661","Otu0662","Otu0663","Otu0664","Otu0665","Otu0666","Otu0667","Otu0668","Otu0669","Otu0670","Otu0671","Otu0672","Otu0673","Otu0674","Otu0675","Otu0676","Otu0677","Otu0678"
"TS195.2.298978",19,9,16,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,12,0,0,0,0,0,19,112,0,0,0,0,0,0,0,10,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,6,15,0,63,0,0,0,1,0,0,0,3,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,1,1,0,0,3,52,0,0,0,26,0,0,2,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,5,1,2,0,0,0,0,0,2,0,11,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,194,29,6,30,0,0,3,1,0,0,0,24,1,9,0,0,0,2,0,0,0,0,0,0,8,6,1,9,0,2,1,0,0,0,0,0,0,13,0,71,2,24,0,0,0,0,0,0,0,0,1,0,0,3,3,1,0,0,0,0,0,2,1,0,5,28,30,0,0,0,0,4,0,0,0,4,0,0,1,3,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,5,5,0,11,0,24,0,4,0,0,0,19,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,83,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,4,0,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,15,0,0,29,0,4,0,22,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,74,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TS14.299212",3,797,539,6,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,153,21,0,0,0,0,0,0,0,8,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,5,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,1,0,196,27,0,0,2,3,0,0,2,0,0,1,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,2,1,2,0,0,0,0,25,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,33,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,18,11,0,1,0,1,0,0,0,2,7,4,0,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2158,136,200,206,17,0,10,3,17,10,0,21,56,339,129,0,0,0,0,0,0,2,0,26,7,113,1,170,5,288,128,0,0,0,13,0,0,174,0,733,12,1,0,1,0,18,14,0,0,39,0,0,0,82,52,0,6,0,0,0,0,5,0,0,0,44,180,2,0,0,0,0,0,0,0,67,1,19,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,80,0,0,2,42,0,1,0,1,0,2,0,6,1,2,1,0,0,0,0,0,65,0,7,0,0,0,1,0,813,729,159,0,0,0,5,0,1,0,1,0,3,0,1,2,0,0,0,0,0,4,0,1,1,0,1,3,0,0,1,0,0,0,378,0,0,0,1,0,0,303,0,0,1771,337,0,0,0,118,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,1,35,1,1,0,0,0,0,3,0,5,0,0,0,2,0,0,0,1,10,0,0,0,61,1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,26,0,96,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TS16.299068",0,59,26,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,53,0,0,0,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,8,144,0,26,3,0,0,7,0,22,1,0,0,6,18,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,17,0,0,0,0,0,0,0,1,3,0,0,54,0,0,0,1,4,0,1,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,0,0,0,0,0,0,2,0,0,0,0,1,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,117,159,24,42,17,0,0,6,8,4,0,0,47,11,6,7,0,0,4,0,0,0,1,0,8,2,8,0,11,0,16,10,0,0,0,0,0,2,7,0,22,14,0,0,0,0,2,0,8,0,8,6,0,0,9,3,0,0,3,0,0,0,3,0,0,5,18,8,0,0,0,0,0,0,0,0,34,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,46,1,2,18,3,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,364,9,0,0,0,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,30,0,0,0,31,9,0,0,0,4,0,124,13,0,0,49,0,0,19,0,0,308,16,0,0,0,17,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TS8.299198",57,148,89,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,120,0,0,64,10,0,0,0,0,0,265,0,0,64,0,0,0,0,0,149,26,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,276,11,341,0,123,3,0,0,67,0,0,0,70,21,6,8,0,0,12,2,29,1,5,0,0,9,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,98,55,11,3,37,4,4,0,1,363,15,0,0,42,5,18,5,17,20,0,3,0,0,0,12,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,2,1,0,0,4,8,0,0,0,19,20,1,27,0,10,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,335,175,107,73,0,0,5,24,22,0,0,32,60,65,18,0,0,10,0,0,0,0,0,45,3,16,0,10,1,22,18,0,0,0,0,0,0,6,0,57,57,3,0,0,0,2,17,0,117,34,9,0,0,66,22,0,2,0,0,0,0,20,0,0,9,107,185,1,0,1,0,2,2,0,0,67,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,20,55,12,0,5,0,0,0,0,1,0,36,6,0,1,0,0,0,0,0,25,0,55,0,0,0,0,0,2453,1311,74,0,0,0,3,0,7,1,6,0,6,0,0,8,1,3,0,2,1,0,0,53,0,0,23,1,1,0,6,4,0,0,441,1,0,0,0,0,0,75,0,0,743,70,13,0,12,128,0,0,0,0,0,0,0,49,0,3,0,0,0,0,0,0,0,27,0,2,0,0,0,0,4,136,0,0,1,0,1,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,7,6,0,1,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"TS155.2.298990",1,18,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,5,0,0,2,1,3,55,6,1,0,3,3,0,1,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,11,2,0,0,15,0,0,1,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,1,0,0,8,3,7,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,56,2,33,18,2,0,0,0,0,0,0,0,0,5,6,0,0,3,0,0,0,0,0,3,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,1,1,8,1,0,0,0,1,9,0,2,1,0,0,0,0,0,0,0,76,0,2,0,0,0,2,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,20,0,22,0,0,0,0,0,16,12,75,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,1,0,0,0,0,0,0,31,0,5,0,6,0,20,0,17,0,1,0,0,0,0,5,0,0,18,1,0,0,0,1,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TS26.299185",0,57,86,560,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,3,0,11,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4148,287,1,1,0,12,0,0,0,0,0,0,30,0,0,1,0,0,0,0,304,108,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,406,44,928,0,80,5,0,0,37,0,0,0,0,0,30,68,0,2,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,38,0,0,0,0,0,0,0,0,213,20,0,0,118,0,0,29,0,32,0,0,2,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,17,0,0,0,0,0,0,10,0,0,5,0,0,5,2,1,2,3,75,0,19,0,27,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,111,786,135,127,173,0,0,5,0,2,0,0,13,32,120,42,0,0,3,0,0,0,0,0,38,3,25,0,18,11,45,28,0,0,0,1,0,2,22,0,181,123,0,0,40,0,3,7,27,2,44,12,0,0,81,14,4,0,0,8,1,0,12,0,0,4,61,185,0,0,0,0,8,0,0,5,9,3,17,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,4,0,0,1,0,11,0,49,0,0,51,0,0,40,5,0,2,0,0,0,0,0,5,0,13,0,0,0,0,0,145,366,18,0,0,0,4,0,8,0,7,0,1,0,0,15,0,3,0,1,0,0,0,5,0,0,283,266,9,0,53,1,5,0,0,0,0,0,0,0,0,94,0,0,107,64,0,0,0,4,0,0,0,0,0,0,0,0,2,8,0,0,0,0,1,0,0,0,2,1,0,0,0,0,3,0,0,3,1,1,2,0,0,0,5,0,0,1,0,43,141,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3
"TS31.299055",1,202,157,255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,13,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,106,0,0,253,0,0,2,0,0,0,0,0,122,0,22,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772,2,1,0,175,5,0,0,55,0,0,0,0,0,56,185,0,1,18,0,0,0,0,0,0,13,0,37,0,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,311,60,83,0,0,0,0,0,246,0,0,0,0,0,0,30,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,0,0,0,0,0,0,25,0,0,1,1,10,2,2,0,15,51,0,0,2,0,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,230,1439,792,366,164,0,0,0,4,2,5,0,0,350,291,121,0,0,0,1,0,0,0,0,30,20,31,0,134,2,88,44,0,0,0,0,1,80,124,0,94,2,9,0,0,0,3,29,21,0,56,7,0,0,44,24,7,0,0,4,18,0,11,0,0,6,126,112,1,1,1,0,9,0,0,2,14,1,4,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,19,0,0,34,8,1,10,2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1363,1542,2,0,0,0,4,0,0,0,0,0,16,0,0,14,1,2,0,0,6,0,0,1,0,0,1,5,5,0,1,0,7,1,504,54,0,0,60,0,0,152,0,0,588,342,0,0,1,66,1,0,0,0,0,0,40,51,0,5,0,0,0,0,2,0,0,20,2,0,0,0,0,0,0,124,0,0,1,0,5,0,1,0,0,1,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
